president,congress,congress_start_year,congress_end_year,nominee,court_name,nomination_date,recess_appointment,outcome
"Barack Obama (2009-2017)
",113th,2013,2014,"Bastian, Stanley A. (1)",Eastern District of Washington,2013-09-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Humetewa, Diane J. (1)",District of Arizona,2013-09-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Levy, Jon D. (1)",District of Maine,2013-09-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Logan, Steven P. (1)",District of Arizona,2013-09-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Rayes, Douglas L. (1)",District of Arizona,2013-09-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Shah, Manish S. (1)",Northern District of Illinois,2013-09-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Tuchi, John J. (1)",District of Arizona,2013-09-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Barron, David J. (1)",First Circuit,2013-09-24 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Mastroianni, Mark G. (1)",District of Massachusetts,2013-09-24 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Talwani, Indira (1)",District of Massachusetts,2013-09-24 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Chuang, Theodore D. (1)",District of Maryland,2013-09-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Hazel, George J. (1)",District of Maryland,2013-09-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Peterson, James D. (1)",Western District of Wisconsin,2013-11-07 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Rosenbaum, Robin S. (1)",Eleventh Circuit,2013-11-07 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Rosenstengel, Nancy J. (1)",Southern District of Illinois,2013-11-07 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"White, Ronnie L. (1)",Eastern District of Missouri,2013-11-07 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Boggs, Michael P.",Northern District of Georgia,2013-12-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Carnes, Julie E. (1)",Eleventh Circuit,2013-12-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Chutkan, Tanya S. (1)",District of the District of Columbia,2013-12-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Cohen, Mark H. (1)",Northern District of Georgia,2013-12-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Costa, Gregg J. (1)",Fifth Circuit,2013-12-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Lauck, M. Hannah (1)",Eastern District of Virginia,2013-12-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"May, Leigh M. (1)",Northern District of Georgia,2013-12-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Ross, Eleanor L. (1)",Northern District of Georgia,2013-12-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Sorokin, Leo T. (1)",District of Massachusetts,2013-12-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Soto, James A. (1)",District of Arizona,2013-12-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Lee, Alison R.",District of South Carolina,2014-01-06 00:00:00,False,"withdrawn by president September 18, 2014"
"Barack Obama (2009-2017)
",113th,2013,2014,"Boggs, Michael P.",Northern District of Georgia,2014-01-06 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"May-Parker, Jennifer P.",Eastern District of North Carolina,2014-01-06 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Davidson, Jeanne E.",Court of International Trade,2014-08-18 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Bennett, Alfred H. (1)",Southern District of Texas,2014-09-18 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Hanks, George C., Jr. (1)",Southern District of Texas,2014-09-18 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Olvera, Jose R., Jr. (1)",Southern District of Texas,2014-09-18 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Parrish, Jill N. (1)",District of Utah,2014-09-18 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Hall, LaShann M. D. (1)",Eastern District of New York,2014-11-12 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Drozd, Dale A. (1)",Eastern District of California,2014-11-12 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Restrepo, Luis F. (1)",Third Circuit,2014-11-12 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Stoll, Kara F. (1)",Federal Circuit,2014-11-12 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Donnelly, Ann (1)",Eastern District of New York,2014-11-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Ketchmark, Roseann A. (1)",Western District of Missouri,2014-11-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"McDonough, Travis R. (1)",Eastern District of Tennessee,2014-11-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Davidson, Jeanne E.",Court of International Trade,2015-01-07 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Barzee Flores, Mary",Southern District of Florida,2015-02-26 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Neals, Julien X.",District of New Jersey,2015-02-26 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Stanton, Edward L. III",Western District of Tennessee,2015-05-21 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Young, Mark A.",Central District of California,2015-07-16 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Baxter, Susan P. (1)",Western District of Pennsylvania,2015-07-30 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Bernstein, Inga S.",District of Massachusetts,2015-07-30 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Brown, Gary R.",Eastern District of New York,2015-07-30 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Colville, Robert J.",Western District of Pennsylvania,2015-07-30 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Drake, Elizabeth J.",Court of International Trade,2015-07-30 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Horan, Marilyn J.",Western District of Pennsylvania,2015-07-30 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Lopez, Dax E.",Northern District of Georgia,2015-07-30 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Younge, John M. (1)",Eastern District of Pennsylvania,2015-07-30 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Connors, Clare E.",District of Hawaii,2015-09-08 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Gallagher, Stephanie A. (1)",District of Maryland,2015-09-08 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"McElroy, Mary S. (1)",District of Rhode Island,2015-09-08 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Abrams, Paul L.",Central District of California,2015-12-16 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Mitchell, Suzanne",Western District of Oklahoma,2015-12-16 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Palk, Scott L. (1)",Western District of Oklahoma,2015-12-16 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Russell, Ronald G.",District of Utah,2015-12-16 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Ong, Winfield D.",Southern District of Indiana,2016-01-12 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Schott, Donald K.",Seventh Circuit,2016-01-12 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Selby, Myra C.",Seventh Circuit,2016-01-12 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Campbell, Terrence J.",District of Kansas,2016-01-28 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Puhl, Jennifer K.",Eighth Circuit,2016-01-28 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Finley, Stephanie A.",Western District of Louisiana,2016-02-04 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Kelly, Claude J. III",Eastern District of Louisiana,2016-02-04 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Kallon, Abdul K.",Eleventh Circuit,2016-02-11 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Beatty, Donald W.",District of South Carolina,2016-02-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Coggins, Donald C., Jr. (1)",District of South Carolina,2016-02-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Koh, Lucy H.",Ninth Circuit,2016-02-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Counts, Walter D. III (1)",Western District of Texas,2016-03-15 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Frost, E. Scott",Northern District of Texas,2016-03-15 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Haywood, Rebecca R.",Third Circuit,2016-03-15 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Hendrix, James W.",Northern District of Texas,2016-03-15 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Ramirez, Irma C.",Northern District of Texas,2016-03-15 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Scholer, Karen G.",Eastern District of Texas,2016-03-15 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Sweet, Kathleen M.",Western District of New York,2016-03-15 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Garland, Merrick B.",Supreme Court,2016-03-16 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Hughes, Lisabeth T.",Sixth Circuit,2016-03-17 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Nye, David C. (1)",District of Idaho,2016-04-05 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Andrus, Beth M.",Western District of Washington,2016-04-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Diaz, J. Michael",Western District of Washington,2016-04-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"O'Sullivan, Kathleen M.",Western District of Washington,2016-04-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Barksdale, Patricia D.",Middle District of Florida,2016-04-28 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Edelman, Todd E.",District of Columbia,2016-04-28 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Jung, William F. (1)",Middle District of Florida,2016-04-28 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Lammens, Philip R.",Northern District of Florida,2016-04-28 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Pan, Florence Y.",District of Columbia,2016-04-28 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Rodriguez, Regina M.",District of Colorado,2016-04-28 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Timmons-Goodson, Patricia A.",Eastern District of North Carolina,2016-04-28 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Traum, Anne R.",District of Nevada,2016-04-28 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Qureshi, Abid R.",District of Columbia,2016-09-06 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",114th,2015,2017,"Gujarati, Diane",Eastern District of New York,2016-09-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Stras, David R. (1)",Eighth Circuit,2017-05-08 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Farr, Thomas A.",Eastern District of North Carolina,2017-07-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Goodwin, Charles B. (1)",Western District of Oklahoma,2017-07-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Norris, Mark S., Sr. (1)",Western District of Tennessee,2017-07-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Ray, William M. II (1)",Northern District of Georgia,2017-07-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Richardson, Eli J. (1)",Middle District of Tennessee,2017-07-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Axon, Annemarie C. (1)",Northern District of Alabama,2017-07-19 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Burke, Liles C. (1)",Northern District of Alabama,2017-07-19 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Brennan, Michael B. (1)",Seventh Circuit,2017-08-03 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Juneau, Michael J. (1)",Western District of Louisiana,2017-08-03 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Teeter, Holly L. (1)",District of Kansas,2017-08-03 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Beaverstock, Jeffrey U. (1)",Southern District of Alabama,2017-09-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Bounds, Ryan W.",Ninth Circuit,2017-09-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Branch, Elizabeth L. (1)",Eleventh Circuit,2017-09-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Kacsmaryk, Matthew J. (1)",Northern District of Texas,2017-09-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Marks, Emily C. (1)",Middle District of Alabama,2017-09-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Mateer, Jeffrey C.",Eastern District of Texas,2017-09-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Moorer, Terry F. (1)",Southern District of Alabama,2017-09-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Talley, Brett J.",Middle District of Alabama,2017-09-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Petersen, Matthew S.",District of Columbia,2017-09-11 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Nielson, Howard C., Jr. (1)",District of Utah,2017-09-28 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Ashe, Barry W. (1)",Eastern District of Louisiana,2017-10-02 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Domenico, Daniel D. (1)",District of Colorado,2017-10-02 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Duncan, Stuart K. (1)",Fifth Circuit,2017-10-02 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Englehardt, Kurt D. (1)",Fifth Circuit,2017-10-05 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Giampietro, Gordon P.",Eastern District of Wisconsin,2017-12-20 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Bounds, Ryan W.",Ninth Circuit,2018-01-08 00:00:00,False,"withdrawn by president June 24, 2018"
"Donald J. Trump (2017-present)
",115th,2017,2019,"Domenico, Daniel D. (1)",District of Colorado,2018-01-08 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Farr, Thomas A.",Eastern District of North Carolina,2018-01-08 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Kacsmaryk, Matthew J. (1)",Northern District of Texas,2018-01-08 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Barker, J. Campbell (1)",Eastern District of Texas,2018-01-23 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Truncale, Michael J. (1)",Eastern District of Teas,2018-01-23 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Vitter, Wendy B. (1)",Eastern District of Louisiana,2018-01-23 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Berger, Wendy W. (1)",Middle District of Florida,2018-04-10 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Brady, Holly A. (1)",Northern District of Indiana,2018-04-10 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Brasher, Andrew L. (1)",Middle District of Alabama,2018-04-10 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"O'Connor, John M.","Eastern, Northern, and Western Districts of Oklahoma",2018-04-10 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Winsor, Allen C. (1)",Northern District of Florida,2018-04-10 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Wyrick, Patrick R. (1)",Western District of Oklahoma,2018-04-10 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Arias-Marxuach, Raúl M. (1)",District of Puerto Rico,2018-04-12 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Barker, Pamela A. (1)",Northern District of Ohio,2018-04-12 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Bell, Kenneth D. (1)",Western District of North Carolina,2018-04-12 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Clark, Stephen R., Sr. (1)",Eastern District of Missouri,2018-04-12 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Katchen, Jonathan W.",District of Alaska,2018-04-12 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Matey, Paul B. (1)",Third Circuit,2018-04-12 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"McElroy, Mary S. (1)",District of Rhode Island,2018-04-12 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Morales, David S. (1)",Southern District of Texas,2018-04-12 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Morrison, Sarah D. (1)",Southern District of Ohio,2018-04-12 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Altman, Roy K. (1)",Southern District of Florida,2018-05-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Barber, Thomas P. (1)",Middle District of Florida,2018-05-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Ruiz, Rodolfo A. II (1)",Southern District of Florida,2018-05-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Smith, Rodney (1)",Southern District of Florida,2018-05-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Wetherell, T. Kent (1)",Northern District of Florida,2018-05-07 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Brown, Gary R.",Eastern District of New York,2018-05-15 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Gujarati, Diane",Eastern District of New York,2018-05-15 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Komitee, Eric R.",Eastern District of New York,2018-05-15 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Kovner, Rachel P. (1)",Eastern District of New York,2018-05-15 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Liman, Lewis J.",Southern District of New York,2018-05-15 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Maze, Corey L. (1)",Northern District of Alabama,2018-05-15 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Sinatra, John L., Jr.",Western District of New York,2018-05-15 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Vyskocil, Mary K.",Southern District of New York,2018-05-15 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Wolson, Joshua D. (1)",Eastern District of Pennsylvania,2018-05-15 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Gallagher, Stephanie A. (1)",District of Maryland,2018-06-11 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Immergut, Karin J. (1)",District of Oregon,2018-06-11 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Pacold, Martha M. (1)",Northern District of Illinois,2018-06-11 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Alston, Rossie D., Jr. (1)",Eastern District of Virginia,2018-06-18 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Baker, M. Miller (1)",Court of International Trade,2018-06-18 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Murphy, Eric E. (1)",Sixth Circuit,2018-06-18 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Nichols, Carl J. (1)",District of Columbia,2018-06-18 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Readler, Chad A. (1)",Sixth Circuit,2018-06-18 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Reif, Timothy M. (1)",Court of International Trade,2018-06-18 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Rowland, Mary M. (1)",Northern District of Illinois,2018-06-18 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Seeger, Steven C. (1)",Northern District of Illinois,2018-06-18 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Leichty, Damon R. (1)",Northern District of Indiana,2018-07-17 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Younge, John M. (1)",Eastern District of Pennsylvania,2018-07-17 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Miller, Eric D. (1)",Ninth Circuit,2018-07-19 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Ranjan, J. Nicholas (1)",Western District of Pennsylvania,2018-07-24 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Bade, Bridget S. (1)",Ninth Circuit,2018-08-27 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Rushing, Allison J. (1)",Fourth Circuit,2018-08-27 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Boulee, Jean-Paul (1)",Northern District of Georgia,2018-08-28 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Cain, James D., Jr. (1)",Western District of Louisiana,2018-08-28 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Bianco, Joseph F. (1)",Second Circuit,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Blumenfeld, Stanley",Central District of California,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Buescher, Brian C. (1)",District of Nebraska,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Bumatay, Patrick J.",Ninth Circuit,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Collins, Daniel P. (1)",Ninth Circuit,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Corker, Clifton L. (1)",Eastern District of Tennessee,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Halpern, Philip M.",Southern District of New York,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Lee, Kenneth K. (1)",Ninth Circuit,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Marcelle, Thomas",Northern District of New York,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"McFarland, Matthew W.",Southern District of Ohio,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Park, Michael H. (1)",Second Circuit,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Rosen, Jeremy B.",Central District of California,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Scarsi, Mark C.",Central District of California,2018-11-13 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",115th,2017,2019,"Rao, Neomi J. (1)",District of Columbia Circuit,2018-11-14 00:00:00,False,no Senate vote
"Donald J. Trump (2017-present)
",116th,2019,,"Marcelle, Thomas",Northern District of New York,2019-01-23 00:00:00,False,"withdrawn by president September 19, 2019"
"Donald J. Trump (2017-present)
",116th,2019,,"Bumatay, Patrick J.",Southern District of California,2019-02-06 00:00:00,False,"withdrawn by president October 15, 2019"
"Donald J. Trump (2017-present)
",116th,2019,,"Bogren, Michael S.",Western District of Michigan,2019-03-11 00:00:00,False,"withdrawn by president June 26, 2019"
